"Scientific Names","Common Names","Genus","Family","Latitude","Longitude","Elevation","Sample Number"
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-34.27218955,18.42023044,92,6
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-33.98867693,18.41402516,718,7
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-33.95891561,18.40307728,863,8
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-34.07536162,18.40057243,457,9
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-34.07536162,18.40057243,457,10
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-34.07536162,18.40057243,457,11
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-34.08749771,18.42778969,247,12
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-34.07163707,18.38281977,575,13
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-33.966564,18.413378,947,14
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-34.0697325,18.39593194,492,15
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-34.05383512,18.38550279,831,16
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-34.08678603,18.4208955,302,17
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-33.97988837,18.41187361,780,18
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-33.98104,18.41481101,780,19
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-33.97182017,18.39349224,766,20
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-33.9787353,18.4175602,648,21
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-33.95449167,18.43940833,780,22
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-34.06960783,18.38585816,618,23
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-34.23128501,18.45779099,534,24
"Protea cynaroides","Giant Protea","Protea","Proteaceae",-34.090055,18.425094,247,25
"Protea lepidocarpodendron","Blackbeard Sugarbush","Protea","Proteaceae",-34.08160327,18.36442099,261,1
"Protea lepidocarpodendron","Blackbeard Sugarbush","Protea","Proteaceae",-34.05546729,18.36595414,38,2
"Protea lepidocarpodendron","Blackbeard Sugarbush","Protea","Proteaceae",-34.01978392,18.39840168,446,3
"Protea lepidocarpodendron","Blackbeard Sugarbush","Protea","Proteaceae",-33.96753424,18.38718948,444,4
"Protea lepidocarpodendron","Blackbeard Sugarbush","Protea","Proteaceae",-34.09132819,18.42881314,247,5
"Protea lepidocarpodendron","Blackbeard Sugarbush","Protea","Proteaceae",-34.22119722,18.41138889,137,6
"Protea lepidocarpodendron","Blackbeard Sugarbush","Protea","Proteaceae",-34.21203625,18.4503048,289,7
"Protea lepidocarpodendron","Blackbeard Sugarbush","Protea","Proteaceae",-34.15001383,18.42971167,62,8
"Protea lepidocarpodendron","Blackbeard Sugarbush","Protea","Proteaceae",-34.104792,18.404547,172,9
"Protea lepidocarpodendron","Blackbeard Sugarbush","Protea","Proteaceae",-33.94760622,18.39450139,287,10
"Protea lepidocarpodendron","Blackbeard Sugarbush","Protea","Proteaceae",-34.09349667,18.40268,329,11
"Protea lepidocarpodendron","Blackbeard Sugarbush","Protea","Proteaceae",-34.09338076,18.4111249,301,12
"Protea lepidocarpodendron","Blackbeard Sugarbush","Protea","Proteaceae",-34.205186,18.445253,253,13
"Protea lepidocarpodendron","Blackbeard Sugarbush","Protea","Proteaceae",-34.09439811,18.4571514,315,14
"Protea lepidocarpodendron","Blackbeard Sugarbush","Protea","Proteaceae",-34.09796148,18.45329024,315,15
"Protea lepidocarpodendron","Blackbeard Sugarbush","Protea","Proteaceae",-34.21219937,18.44489148,443,16
"Protea lepidocarpodendron","Blackbeard Sugarbush","Protea","Proteaceae",-34.09073883,18.42618,247,17
"Protea lepidocarpodendron","Blackbeard Sugarbush","Protea","Proteaceae",-34.094795,18.4231855,265,18
"Protea speciosa","Brownbeard Sugarbush","Protea","Proteaceae",-34.05442805,18.38395882,831,1
"Protea speciosa","Brownbeard Sugarbush","Protea","Proteaceae",-34.11552115,18.45251854,314,2
"Protea speciosa","Brownbeard Sugarbush","Protea","Proteaceae",-34.0018261,18.40490352,420,3
"Protea speciosa","Brownbeard Sugarbush","Protea","Proteaceae",-34.05465,18.38507,831,4
"Protea speciosa","Brownbeard Sugarbush","Protea","Proteaceae",-34.10666667,18.45277778,408,5
"Protea speciosa","Brownbeard Sugarbush","Protea","Proteaceae",-34.162207,18.384645,268,6
"Protea speciosa","Brownbeard Sugarbush","Protea","Proteaceae",-34.076287,18.398657,511,7
"Protea speciosa","Brownbeard Sugarbush","Protea","Proteaceae",-34.11338222,18.4349475,440,8
"Protea speciosa","Brownbeard Sugarbush","Protea","Proteaceae",-34.26814156,18.45555104,161,9
"Protea speciosa","Brownbeard Sugarbush","Protea","Proteaceae",-33.97853269,18.41762831,648,10
"Protea speciosa","Brownbeard Sugarbush","Protea","Proteaceae",-34.076131,18.400319,457,11
"Protea speciosa","Brownbeard Sugarbush","Protea","Proteaceae",-34.14600646,18.33681665,76,12
"Protea speciosa","Brownbeard Sugarbush","Protea","Proteaceae",-34.05484407,18.38563986,831,13
"Protea speciosa","Brownbeard Sugarbush","Protea","Proteaceae",-33.99951803,18.36230225,502,14
"Protea speciosa","Brownbeard Sugarbush","Protea","Proteaceae",-33.9560224,18.4337104,780,15
"Protea speciosa","Brownbeard Sugarbush","Protea","Proteaceae",-33.99843142,18.35622109,354,16
"Psoralea fruticans","Peninsula Dottypea","Psoralea","Fabaceae",-33.9888,18.42258,459,1
"Psoralea fruticans","Peninsula Dottypea","Psoralea","Fabaceae",-34.01330948,18.34648895,174,2
"Psoralea fruticans","Peninsula Dottypea","Psoralea","Fabaceae",-34.0594444,18.3755556,497,3
"Psoralea fruticans","Peninsula Dottypea","Psoralea","Fabaceae",-34.08484954,18.3573543,142,4
"Psoralea fruticans","Peninsula Dottypea","Psoralea","Fabaceae",-34.02179193,18.39746223,446,5
"Psoralea fruticans","Peninsula Dottypea","Psoralea","Fabaceae",-34.14568094,18.42507058,151,6
"Psoralea fruticans","Peninsula Dottypea","Psoralea","Fabaceae",-34.096355,18.45218723,315,7
"Psoralea fruticans","Peninsula Dottypea","Psoralea","Fabaceae",-34.1458716,18.40320267,152,8
"Psoralea fruticans","Peninsula Dottypea","Psoralea","Fabaceae",-34.14973852,18.39167683,168,9
"Psoralea fruticans","Peninsula Dottypea","Psoralea","Fabaceae",-34.3492435,18.48243287,81,10
"Pteridium aquilinum capense","Southern Bracken","Pteridium","Dennstaedtiaceae",-33.98455833,18.42713333,183,1
"Pteridium aquilinum capense","Southern Bracken","Pteridium","Dennstaedtiaceae",-33.98455833,18.42713333,183,2
"Pteridium aquilinum capense","Southern Bracken","Pteridium","Dennstaedtiaceae",-34.22143151,18.40618595,79,3
"Pteridium aquilinum capense","Southern Bracken","Pteridium","Dennstaedtiaceae",-33.99729667,18.41491333,616,4
"Pteridium aquilinum capense","Southern Bracken","Pteridium","Dennstaedtiaceae",-34.310548,18.444344,104,5
"Pteridium aquilinum capense","Southern Bracken","Pteridium","Dennstaedtiaceae",-34.3085286,18.4449185,104,6
"Pteridium aquilinum capense","Southern Bracken","Pteridium","Dennstaedtiaceae",-34.3068118,18.4448543,131,7
"Pteridium aquilinum capense","Southern Bracken","Pteridium","Dennstaedtiaceae",-34.3056601,18.4432688,131,8
"Pteridium aquilinum capense","Southern Bracken","Pteridium","Dennstaedtiaceae",-34.3068118,18.4483735,131,9
"Pteridium aquilinum capense","Southern Bracken","Pteridium","Dennstaedtiaceae",-34.3056693,18.4479764,131,10
"Pteridium aquilinum capense","Southern Bracken","Pteridium","Dennstaedtiaceae",-34.305211,18.4474174,131,11
"Pteridium aquilinum capense","Southern Bracken","Pteridium","Dennstaedtiaceae",-34.3068698,18.4504386,145,12
"Pteridium aquilinum capense","Southern Bracken","Pteridium","Dennstaedtiaceae",-34.3103127,18.4533041,69,13
"Pteridium aquilinum capense","Southern Bracken","Pteridium","Dennstaedtiaceae",-34.3071875,18.4545413,145,14
"Roella ciliata","Giant Bell","Roella","Campanulaceae",-34.095,18.425,357,1
"Roella ciliata","Giant Bell","Roella","Campanulaceae",-34.17458389,18.39111417,266,2
"Roella ciliata","Giant Bell","Roella","Campanulaceae",-34.1064665,18.43125058,265,3
"Roella ciliata","Giant Bell","Roella","Campanulaceae",-34.14658331,18.37306111,241,4
"Roella ciliata","Giant Bell","Roella","Campanulaceae",-33.9561,18.42534833,557,5
"Roella ciliata","Giant Bell","Roella","Campanulaceae",-34.12051117,18.44686333,224,6
"Roella ciliata","Giant Bell","Roella","Campanulaceae",-34.2182,18.40737778,79,7
"Roella ciliata","Giant Bell","Roella","Campanulaceae",-34.11452208,18.43291074,398,8
"Roella ciliata","Giant Bell","Roella","Campanulaceae",-34.0242196,18.38382123,266,9
"Roella ciliata","Giant Bell","Roella","Campanulaceae",-34.14600949,18.33094429,104,10
"Serruria glomerata","Cluster Spiderhead","Serruria","Proteaceae",-34.0535,18.435,23,1
"Serruria glomerata","Cluster Spiderhead","Serruria","Proteaceae",-34.164891,18.342529,93,2
"Serruria glomerata","Cluster Spiderhead","Serruria","Proteaceae",-34.26664024,18.42712662,83,3
"Serruria glomerata","Cluster Spiderhead","Serruria","Proteaceae",-34.27268525,18.40915468,93,4
"Serruria glomerata","Cluster Spiderhead","Serruria","Proteaceae",-34.27375547,18.40746427,78,5
"Serruria glomerata","Cluster Spiderhead","Serruria","Proteaceae",-34.23998197,18.386994,18,6
"Serruria glomerata","Cluster Spiderhead","Serruria","Proteaceae",-34.05298,18.43453333,23,7
"Serruria villosa","Golden Spiderhead","Serruria","Proteaceae",-34.271859,18.410746,93,1
"Serruria villosa","Golden Spiderhead","Serruria","Proteaceae",-34.318205,18.41936333,33,2
"Serruria villosa","Golden Spiderhead","Serruria","Proteaceae",-34.31702524,18.42001999,33,3
"Serruria villosa","Golden Spiderhead","Serruria","Proteaceae",-34.095597,18.429792,357,4
"Serruria villosa","Golden Spiderhead","Serruria","Proteaceae",-34.22344474,18.41159504,137,5
"Serruria villosa","Golden Spiderhead","Serruria","Proteaceae",-34.26055556,18.38444444,49,6
"Serruria villosa","Golden Spiderhead","Serruria","Proteaceae",-34.31008833,18.45172972,69,7
"Serruria villosa","Golden Spiderhead","Serruria","Proteaceae",-34.27056093,18.41396953,93,8
"Serruria villosa","Golden Spiderhead","Serruria","Proteaceae",-34.27294753,18.39743974,69,9
"Serruria villosa","Golden Spiderhead","Serruria","Proteaceae",-34.27229593,18.40977495,93,10
"Serruria villosa","Golden Spiderhead","Serruria","Proteaceae",-34.31748,18.41987,33,11
"Serruria villosa","Golden Spiderhead","Serruria","Proteaceae",-34.09371877,18.43327808,357,12
"Syncarpha vestita","Cape Snow","Syncarpha","Asteraceae",-34.11234717,18.46081667,138,1
"Syncarpha vestita","Cape Snow","Syncarpha","Asteraceae",-34.09436569,18.43130808,357,2
"Syncarpha vestita","Cape Snow","Syncarpha","Asteraceae",-34.07326667,18.39902583,492,3
"Syncarpha vestita","Cape Snow","Syncarpha","Asteraceae",-34.26158572,18.42868399,83,4
"Syncarpha vestita","Cape Snow","Syncarpha","Asteraceae",-34.05223131,18.42497349,57,5
"Syncarpha vestita","Cape Snow","Syncarpha","Asteraceae",-34.30087167,18.44246,131,6
"Syncarpha vestita","Cape Snow","Syncarpha","Asteraceae",-34.1934673,18.384323,191,7
"Syncarpha vestita","Cape Snow","Syncarpha","Asteraceae",-34.308845,18.409515,43,8
"Syncarpha vestita","Cape Snow","Syncarpha","Asteraceae",-34.21822778,18.40756111,79,9
"Syncarpha vestita","Cape Snow","Syncarpha","Asteraceae",-34.30205833,18.44207333,131,10
"Syncarpha vestita","Cape Snow","Syncarpha","Asteraceae",-34.24487217,18.40950817,57,11
"Syncarpha vestita","Cape Snow","Syncarpha","Asteraceae",-34.09747589,18.42621746,357,12
"Syncarpha vestita","Cape Snow","Syncarpha","Asteraceae",-34.23191417,18.39133198,45,13
"Syncarpha vestita","Cape Snow","Syncarpha","Asteraceae",-34.27078365,18.39442975,69,14
"Syncarpha vestita","Cape Snow","Syncarpha","Asteraceae",-34.27255556,18.451775,161,15
"Syncarpha vestita","Cape Snow","Syncarpha","Asteraceae",-34.25887919,18.42616819,83,16
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-34.1149024,18.43513638,440,1
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-34.10949497,18.45391989,314,2
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-34.066366,18.38837,635,3
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-33.957828,18.404337,661,4
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-33.96055603,18.40916634,947,5
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-34.09991074,18.45749474,315,6
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-34.10687506,18.4532605,408,7
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-34.0737476,18.3820665,575,8
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-34.07279346,18.38016434,575,9
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-34.07278353,18.38019522,575,10
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-33.97577402,18.39115047,657,11
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-34.0751675,18.39679944,511,12
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-33.98839354,18.37876465,666,13
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-34.07679604,18.37847866,397,14
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-34.07662795,18.38177289,397,15
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-34.06571663,18.38111566,497,16
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-33.9967435,18.4124155,616,17
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-34.10583611,18.45429167,408,18
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-33.97004063,18.41912654,944,19
"Watsonia tabularis","Table Mountain Watsonia","Watsonia","Iridaceae",-33.97005891,18.41914597,944,20
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.310776,18.431364,106,1
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.0928,18.4219,265,2
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.09312944,18.42189933,265,3
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.31082225,18.43137074,106,4
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.310795,18.43138667,106,5
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.30952114,18.43196198,106,6
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.31147309,18.43133456,106,7
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.31040278,18.43111389,106,8
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.09663,18.421707,265,9
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.101244,18.433497,347,10
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.09323436,18.4216838,265,11
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.09101587,18.42023916,302,12
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.31005731,18.43123373,106,13
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.09311108,18.42201386,265,14
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.31074958,18.43139426,106,15
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.31027778,18.43138889,106,16
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.09304997,18.42201313,265,17
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.09302265,18.42202732,265,18
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.31089306,18.43131639,106,19
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.31058883,18.43134689,106,20
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.31043213,18.43119103,106,21
"Witsenia maura","Bokmakierie Tail","Witsenia","Iridaceae",-34.09297211,18.42192067,265,22
"Xiphotheca fruticosa","Tall Silverpea","Xiphotheca","Fabaceae",-33.95387167,18.44627,547,1
"Xiphotheca fruticosa","Tall Silverpea","Xiphotheca","Fabaceae",-34.11168295,18.46139266,138,2
"Xiphotheca fruticosa","Tall Silverpea","Xiphotheca","Fabaceae",-34.11626297,18.455725,314,3
"Xiphotheca fruticosa","Tall Silverpea","Xiphotheca","Fabaceae",-34.06066076,18.38645336,635,4
"Xiphotheca fruticosa","Tall Silverpea","Xiphotheca","Fabaceae",-34.05486,18.37310661,293,5
"Xiphotheca fruticosa","Tall Silverpea","Xiphotheca","Fabaceae",-33.9604,18.44298333,290,6
"Xiphotheca fruticosa","Tall Silverpea","Xiphotheca","Fabaceae",-34.06208395,18.37178314,100,7
